"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"StJohnsNFLDCas","47.55","-52.71","37.6","America/St_Johns","3.5","71250","8403500"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"atb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"cd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"cv","wind speed","atmospheric material",NA,"okta","sub-daily","historical","original_observation","field method","n",NA
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"p","surface pressure","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"ptb","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"pte","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"sd","snowfall","precipitation",NA,"cm","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"ta_mean","air temperature","atmospheric material",NA,"C","daily","instrumental","mean","computational method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ww","weather","atmospheric material",NA,"synop","sub-daily","historical","original_observation","field method","c",NA
"ObservationDate","atb","cd","cv","dd","p","pr","ptb","pte","sd","ta","ta_mean","w","ww"
1868-12-23 21:00:00,NA,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,NA,NA,NA
1868-12-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-12-24,NA,NA,NA,NA,NA,NA,"9:30 am",NA,NA,NA,NA,NA,NA
1868-12-24,NA,NA,NA,NA,NA,NA,NA,"midnight",NA,NA,NA,NA,NA
1868-12-24,NA,NA,NA,NA,NA,0.23,NA,NA,NA,NA,NA,NA,NA
1868-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA rain"
1868-12-24,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA
1868-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.94,NA,NA
1868-12-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-24 07:00:00,NA,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.11,NA,NA,NA
1868-12-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1868-12-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-24 14:00:00,NA,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.89,NA,NA,NA
1868-12-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1868-12-24 21:00:00,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-24 21:00:00,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.11,NA,NA,NA
1868-12-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-12-25,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"NA 0"
1868-12-25,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA
1868-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56,NA,NA
1868-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-25 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-25 07:00:00,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-25 07:00:00,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-25 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-25 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22,NA,NA,NA
1868-12-25 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-12-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-25 14:00:00,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-25 14:00:00,NA,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.44,NA,NA,NA
1868-12-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1868-12-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-25 21:00:00,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,NA,NA,NA
1868-12-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-12-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",FG NA"
1868-12-26,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"NA 0"
1868-12-26,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA
1868-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.94,NA,NA
1868-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-26 07:00:00,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.89,NA,NA,NA
1868-12-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1868-12-26 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-26 14:00:00,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-26 14:00:00,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-26 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-26 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.44,NA,NA,NA
1868-12-26 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1868-12-26 21:00:00,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-26 21:00:00,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-26 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-26 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.44,NA,NA,NA
1868-12-26 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-12-27,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"NA 0"
1868-12-27,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA
1868-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.11,NA,NA
1868-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-27 07:00:00,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-27 07:00:00,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-27 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-27 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.11,NA,NA,NA
1868-12-27 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1868-12-27 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-27 14:00:00,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-27 14:00:00,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-27 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-27 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.67,NA,NA,NA
1868-12-27 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1868-12-27 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-27 21:00:00,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-27 21:00:00,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-27 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-27 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.44,NA,NA,NA
1868-12-27 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-12-28,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA
1868-12-28,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA
1868-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA 0"
1868-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.44,NA,NA
1868-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-28 07:00:00,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-28 07:00:00,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-28 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-28 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.67,NA,NA,NA
1868-12-28 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1868-12-28 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-28 14:00:00,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-28 14:00:00,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-28 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-28 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.56,NA,NA,NA
1868-12-28 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1868-12-28 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-28 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-28 21:00:00,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-28 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-28 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-28 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,NA,NA,NA
1868-12-28 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1868-12-29,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA
1868-12-29,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA
1868-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA 0"
1868-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.94,NA,NA
1868-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-29 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-29 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-29 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-29 07:00:00,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-29 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-29 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.56,NA,NA,NA
1868-12-29 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1868-12-29 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-29 14:00:00,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-29 14:00:00,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-29 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-29 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67,NA,NA,NA
1868-12-29 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1868-12-29 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-29 21:00:00,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-29 21:00:00,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-29 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-29 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.89,NA,NA,NA
1868-12-29 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-12-30,NA,NA,NA,NA,NA,NA,"11 am",NA,NA,NA,NA,NA,NA
1868-12-30,NA,NA,NA,NA,NA,NA,NA,"midnight",NA,NA,NA,NA,NA
1868-12-30,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1868-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA snow"
1868-12-30,NA,NA,NA,NA,NA,0.023,NA,NA,0.23,NA,NA,NA,NA
1868-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.61,NA,NA
1868-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-30 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-30 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-30 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-30 07:00:00,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-30 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-30 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.33,NA,NA,NA
1868-12-30 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1868-12-30 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-30 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-30 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-30 14:00:00,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-30 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-30 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.56,NA,NA,NA
1868-12-30 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1868-12-30 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-30 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-30 21:00:00,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-30 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-30 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-30 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.89,NA,NA,NA
1868-12-30 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA
1868-12-31,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"NA 0"
1868-12-31,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA
1868-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.33,NA,NA
1868-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-31 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-31 07:00:00,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-31 07:00:00,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-31 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-31 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,NA,NA,NA
1868-12-31 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1868-12-31 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-31 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-31 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-31 14:00:00,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-31 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-31 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.89,NA,NA,NA
1868-12-31 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-12-31 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-31 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-31 21:00:00,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-31 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-31 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868-12-31 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,NA,NA,NA
1868-12-31 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1868-12-31 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",FG NA"
1869-01-01,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA
1869-01-01,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA
1869-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.67,NA,NA
1869-01-01 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869-01-01 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869-01-01 07:00:00,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869-01-01 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869-01-01 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.56,NA,NA,NA
1869-01-01 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA
1869-01-01 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869-01-01 14:00:00,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869-01-01 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869-01-01 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.44,NA,NA,NA
1869-01-01 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA
1869-01-01 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869-01-01 21:00:00,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869-01-01 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869-01-01 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15,NA,NA,NA
1869-01-01 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1869-01-02,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA
1869-01-02,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA
1869-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.22,NA,NA
1869-01-02 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869-01-02 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869-01-02 07:00:00,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869-01-02 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869-01-02 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15,NA,NA,NA
1869-01-02 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1869-01-02 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869-01-02 14:00:00,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869-01-02 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869-01-02 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.22,NA,NA,NA
1869-01-02 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1869-01-02 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869-01-02 21:00:00,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869-01-02 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869-01-02 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.44,NA,NA,NA
1869-01-02 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1869-01-03,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA
1869-01-03,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA
1869-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.11,NA,NA
1869-01-03 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869-01-03 07:00:00,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869-01-03 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869-01-03 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.11,NA,NA,NA
1869-01-03 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1869-01-03 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869-01-03 14:00:00,NA,NA,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869-01-03 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869-01-03 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.11,NA,NA,NA
1869-01-03 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1869-01-03 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869-01-03 21:00:00,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869-01-03 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869-01-03 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,NA,NA,NA
1869-01-03 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1869-01-04,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA
1869-01-04,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA
1869-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.11,NA,NA
1869-01-04 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869-01-04 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869-01-04 07:00:00,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869-01-04 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869-01-04 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.67,NA,NA,NA
